Verb,creating
Verb,is
Verb,think
Verb,increased
Verb,made
Verb,escaped
Verb,attacked
Verb,became
Verb,was
Verb,were
Verb,are
Verb,joined
Verb,led
Verb,declared
Verb,remembered
Verb,confined
Verb,staged
Verb,trained
Verb,spent
Verb,waged
Verb,shaped
Verb,born
Verb,rule
Verb,defeated
Verb,said
Verb,studied
Verb,damaged
Verb,making
Verb,died
Verb,exiled
